code_insee;code_postal;commune;superficie;population;classe_potentiel;identifiant;departement;region;milieu;polluant;quantite;score_pollution;nb_usines_polluantes;score_traitement;score_final;lat;long
63402;63550;SAINT_VICTOR_MONTVIANEIX;4508.0;0.3;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;45.93811590518903;3.61132640920902
64012;64130;AINHARP;1431.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.25473886787848;-0.935719451957656
26027;26150;BARSAC;1582.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;44.72641161157575;5.304076177947098
2A108;20126;EVISA;6720.0;0.2;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;42.28525022904632;8.820396904179216
42205;42940;SAINT_BONNET_LE_COURREAU;5036.0;0.7000000000000001;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;45.655161946001186;3.926111600895566
28232;28240;MANOU;1361.0;0.6000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.53638563478625;0.962933887077251
69063;69660;COLLONGES_AU_MONT_D'OR;381.0;3.8;3.0;6103593.0;RHONE;AUVERGNE-RHONE-ALPES;;;0.0;5e-08;1.2000000000000002;0.0;4.20000005;45.82204119141324;4.841931944597383
62761;62128;SAINT_MARTIN_SUR_COJEUL;343.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;50.22864782200462;2.851919793535168
61502;61360;VIDAI;158.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.46029122916525;0.37658145821119704
56219;56460;SAINT_GUYOMARD;1979.0;1.0;3.0;55603429.0;MORBIHAN;BRETAGNE;Air;Ammoniac (NH3);12700.0;0.0012699999999999999;0.0;0.0;3.00127;47.77934192534663;-2.502103749642248
68308;68290;SICKERT;512.0;0.3;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;47.79191192131076;6.985805893713708
58034;58120;BLISMES;2686.0;0.2;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;47.122905127653496;3.8214980941315773
27396;27850;MENESQUEVILLE;413.0;0.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.357400464572194;1.406844150260729
37115;37160;DESCARTES;3809.0;3.8;1.0;10000663.0;INDRE-ET-LOIRE;CENTRE;Eau (direct);Demande biologique en oxygène (DBO5);108000.0;0.0064800000000000005;5.699999999999999;0.0;6.706479999999999;46.99439642293911;0.696948012848664
54013;54450;AMENONCOURT;727.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.63007040028694;6.784435207674992
14407;14920;MATHIEU;939.0;1.9;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.25623399559906;-0.36673057240265
41192;41800;LES_ROCHES_L'EVEQUE;243.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.78610854086494;0.88757317847977
11175;11400;ISSEL;1822.0;0.5;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;43.367567961586666;1.998047929825119
58187;58440;MYENNES;714.0;0.6000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.4543629223413;2.943703424470616
62084;62810;BARLY;612.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;50.24824623732699;2.538465482918867
28052;28130;BOUGLAINVAL;1447.0;0.7000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.5606379302522;1.510116965614932
45234;45000;ORLEANS;2757.0;113.2;1.0;10010929.0;LOIRET;CENTRE;Air;Dioxyde de carbone (CO2) d'origine biomasse;72700000.0;14.54;0.30000000000000004;0.0;15.84;47.882863421380264;1.9161035747737611
51558;51130;SOULIERES;605.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.9038402771758;3.934401266236635
65214;65230;HACHAN;187.0;0.0;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.28481820425717;0.455050397796037
65131;65350;CASTELVIEILH;532.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.28109740795723;0.201372876533492
84067;84870;LORIOL_DU_COMTAT;1120.0;2.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;44.07535001011981;5.00514799731341
72062;72400;LA_CHAPELLE_DU_BOIS;1651.0;0.9;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.22700213133882;0.583491271516126
64446;64350;PEYRELONGUE_ABOS;868.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.41857566041727;-0.10155909868491401
17109;17220;CLAVETTE;630.0;1.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;46.14238137618907;-1.036601421282908
52170;52190;DOMMARIEN;1791.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.689229671112365;5.352838469824868
79356;79150;VOULTEGON;1760.0;0.6000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;46.91196280112844;-0.524296790050046
59209;59127;ESNES;1459.0;0.7000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;50.09538320006731;3.308481027047275
28286;28120;OLLE;1310.0;0.6000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.38617131755302;1.296769100037492
80798;80260;VILLERS_BOCAGE;1420.0;1.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;50.00463851153842;2.322633118719215
22391;22350;YVIGNAC_LA_TOUR;3637.0;1.2;3.0;52206608.0;COTES-D'ARMOR;BRETAGNE;Air;Ammoniac (NH3);11000.0;0.0011;0.0;0.0;3.0011;48.34885273070685;-2.170940677619141
50006;50620;AMIGNY;366.0;0.1;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;49.156847076911674;-1.185256465118036
15266;15130;YOLET;988.0;0.6000000000000001;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;44.930748172620106;2.538268947804104
14453;14400;MOSLES;658.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.30545494848253;-0.8205231938250861
27205;27380;DOUVILLE_SUR_ANDELLE;452.0;0.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.332919885801296;1.307567744053729
87141;87310;SAINT_CYR;2123.0;0.7000000000000001;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;45.8021449265236;0.982111467463143
11057;11420;CAHUZAC;314.0;0.0;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.191045714911624;1.854771958597678
34078;34270;CLARET;2846.0;1.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.857251050784136;3.8764864729269832
21247;21460;EPOISSES;2170.0;0.8;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.503328927726;4.17120505435781
55208;55110;GESNES_EN_ARGONNE;704.0;0.0;1.0;55500171.0;MEUSE;GRAND-EST;Air;Ammoniac (NH3);13000.0;0.0013;0.0;0.0;1.0013;49.305931565568564;5.055484995619341
64233;64330;GARLIN;1822.0;1.4;1.0;56400691.0;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;Air;Ammoniac (NH3);11500.0;0.00115;0.0;0.0;1.00115;43.55995866192795;-0.27229645760456
09145;09100;LES_ISSARDS;383.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.07948607186958;1.739013767517685
15136;15340;MOURJOU;3026.0;0.3;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;44.69741610554744;2.316590608550808
65189;65320;GAYAN;276.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.304647924201376;0.048691904784193
52065;52110;BOUZANCOURT;1180.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.31618289137131;4.950237251637322
03076;03230;CHEZY;3647.0;0.2;1.0;16400363.0;ALLIER;AUVERGNE-RHONE-ALPES;Air;Méthane (CH4);1060000.0;0.106;0.8999999999999999;0.0;2.0060000000000002;46.61247575199707;3.459348047973815
33376;33160;SAINT_AUBIN_DE_MEDOC;3474.0;6.0;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;44.933349794119756;-0.748518197327328
44220;44640;VUE;1955.0;1.4;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;47.1941974605057;-1.9008768965037999
21467;21310;OISILLY;599.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.4169921769735;5.361923446416022
80406;80490;HALLENCOURT;2075.0;1.4;1.0;5102288.0;SOMME;HAUTS-DE-FRANCE;;;0.0;5e-08;2.7;0.0;3.7000000500000003;49.995560835339;1.87489334788753
91645;91370;VERRIERES_LE_BUISSON;999.0;15.5;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.750443119964764;2.251712972144151
08202;08230;GUE_D'HOSSUS;524.0;0.5;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.953460075082134;4.539012965510342
35232;35210;PRINCE;1229.0;0.4;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;48.23709872574016;-1.105779288631942
27568;27190;SAINTE_MARTHE;1745.0;0.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.957887613997634;0.881178066443101
77133;77126;COURCELLES_EN_BASSEE;1082.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.41256065214989;3.052940505560729
67525;67310;WESTHOFFEN;2066.0;1.6;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.60505516307354;7.414838197536295
08154;08260;ESTREBAY;938.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.82534400876408;4.345687742972739
81196;81490;NOAILHAC;2086.0;0.8;2.0;;;;;;0.0;0.0;0.0;0.0;2.0;43.57603178081864;2.354094100354738
14668;14330;SAONNET;530.0;0.2;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;49.272193386176795;-0.8809812948080681
2A028;20160;BALOGNA;2779.0;0.1;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;42.18700549139955;8.753865872985392
39237;39250;FRAROZ;616.0;0.0;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;46.72876921472951;6.0988043078267
36047;36170;LA_CHATRE_LANGLIN;2771.0;0.6000000000000001;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;46.40976297373909;1.387543178045681
60494;60128;PLAILLY;1632.0;1.7000000000000002;1.0;5101448.0;OISE;HAUTS-DE-FRANCE;;;0.0;5e-08;8.399999999999999;0.0;9.40000005;49.11136215743413;2.577677460259489
81231;81240;ROUAIROUX;2863.0;0.4;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;43.495101056789466;2.566215322867477
38553;38090;VILLEFONTAINE;1033.0;18.5;2.0;;;;;;0.0;0.0;0.0;0.0;2.0;45.61362894543775;5.155476733550103
21621;21110;TART_L'ABBAYE;336.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.18354804500272;5.242011616736296
18224;18140;SAINT_MARTIN_DES_CHAMPS;1888.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.17317497097478;2.935008893234969
67340;67110;OBERBRONN;2116.0;1.5;2.0;6700571.0;BAS-RHIN;GRAND-EST;;;0.0;5e-08;3.9000000000000004;0.0;5.900000050000001;48.938083646143255;7.5966570927773684
50219;50200;GRATOT;1083.0;0.7000000000000001;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;49.06831043906142;-1.4945477415661401
2B123;20240;GHISONACCIA;7629.0;3.7;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;42.043717807543636;9.422607709680541
60410;60400;MONDESCOURT;320.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.60076324593958;3.109333331162529
61049;61570;BOISSEI_LA_LANDE;717.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.68882052159762;0.060565419125394
60348;60400;LARBROYE;218.0;0.5;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.57115457248702;2.960642909359218
79049;79300;BRESSUIRE;18202.0;18.6;3.0;7201087.0;DEUX-SEVRES;NOUVELLE-AQUITAINE;;;0.0;5e-08;1.5;0.0;4.50000005;46.85457556833268;-0.47937592228638404
34294;34400;SATURARGUES;596.0;0.9;1.0;6601255.0;HERAULT;OCCITANIE;;;0.0;5e-08;1.5;0.0;2.5000000499999997;43.71428104823308;4.117143448242454
17450;17380;TORXE;1148.0;0.2;1.0;7204243.0;CHARENTE-MARITIME;NOUVELLE-AQUITAINE;;;0.0;5e-08;1.2000000000000002;0.0;2.20000005;45.960969675585176;-0.637755810703708
04233;04200;VAUMEILH;2573.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;44.290307695711675;5.956531218170149
69178;69610;SOUZY;507.0;0.7000000000000001;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;45.70404097747074;4.451075323062199
50029;50720;BARENTON;3551.0;1.3;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;48.608353386758104;-0.830642245681756
77520;77760;VILLIERS_SOUS_GREZ;1216.0;0.8;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.31443334475717;2.639183516603568
14689;14220;THURY_HARCOURT;486.0;2.0;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;48.98645145623318;-0.485109067101516
28417;28130;VILLIERS_LE_MORHIER;1060.0;1.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.621149227406214;1.57247991457715
43047;43150;CHADRON;1351.0;0.3;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;44.950094906412254;3.937432618613268
70010;70210;ALAINCOURT;593.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.94627727671953;6.099966095706193
91378;91730;MAUCHAMPS;313.0;0.3;1.0;6504559.0;ESSONNE;ILE-DE-FRANCE;;;0.0;5e-08;1.5;0.0;2.5000000499999997;48.52726809075556;2.19718165044305
68184;68480;LIEBSDORF;427.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.47896879715562;7.223147276601929
54446;54370;RECHICOURT_LA_PETITE;551.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.71799714197255;6.582356754567027
72277;72110;SAINT_DENIS_DES_COUDRAIS;713.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.16203731949652;0.506879313637946
32209;32400;LELIN_LAPUJOLLE;1355.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.70705114047678;-0.13453242841211802
61126;61170;COULONGES_SUR_SARTHE;978.0;0.5;1.0;5302743.0;ORNE;NORMANDIE;;;0.0;5e-08;0.6000000000000001;0.0;1.6000000500000002;48.52994584945661;0.39504486783757103
41039;41500;LA_CHAPELLE_SAINT_MARTIN_EN_PLAINE;2278.0;0.7000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.733059040376936;1.411922537419644
79042;79800;BOUGON;1197.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;46.36812236088442;-0.058422640934014
22284;22480;SAINT_CONNAN;1367.0;0.3;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;48.41232308700991;-3.076089405115739
28199;28310;JANVILLE;1233.0;1.8;1.0;10010976.0;EURE-ET-LOIR;CENTRE;;;0.0;5e-08;5.699999999999999;5.7e-05;6.700057049999999;48.20081451800176;1.890392394344851
52468;52700;SEMILLY;1451.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.2505992805529;5.464347602185679
64529;64190;SUS;1158.0;0.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.29132559882774;-0.7816033314223131
24159;24410;ECHOURGNAC;3482.0;0.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;45.12908686822414;0.22306792075255602
95219;95120;ERMONT;419.0;27.6;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.98824217002412;2.256624437371757
08386;08300;SAINT_LOUP_EN_CHAMPAGNE;1578.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.45282380956044;4.215349467630385
26086;26410;CHATILLON_EN_DIOIS;2829.0;0.6000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;44.70222496539902;5.486185380254779
57749;57320;VOELFLING_LES_BOUZONVILLE;290.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.2929378044297;6.605273779431633
50284;50170;MACEY;605.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.569014802916314;-1.426158253273085
80161;80132;CAHON;710.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;50.119698062244616;1.729016963897934
28423;28130;YERMENONVILLE;516.0;0.6000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.548714352804126;1.622515357969856
45253;45300;PITHIVIERS_LE_VIEIL;3369.0;1.9;1.0;10002253.0;LOIRET;CENTRE;Sol;Arsenic et composés (exprimés en tant que As);9.03;1.3545e-06;4.5;0.0;5.5000013545;48.17329478042164;2.206483803159161
46244;46210;SABADEL_LATRONQUIERE;1235.0;0.1;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;44.72668808886113;2.066226392075448
31069;31700;BLAGNAC;1720.0;21.8;1.0;6803257.0;HAUTE-GARONNE;OCCITANIE;;;0.0;5e-08;0.6000000000000001;0.0;1.6000000500000002;43.64218678615479;1.378869410861225
38171;38590;LA_FORTERESSE;922.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;45.29447645873317;5.408010220788623
01007;01500;AMBRONAY;3359.0;2.3;1.0;3202489.0;AIN;AUVERGNE-RHONE-ALPES;;;0.0;5e-08;0.0;0.0;1.00000005;46.00559137817571;5.357606607354482
22128;22340;LOCARN;3255.0;0.5;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;48.332570243317406;-3.411288297058122
18172;18200;ORVAL;764.0;1.9;1.0;10000006.0;CHER;CENTRE;;;0.0;5e-08;3.5999999999999996;0.0;4.60000005;46.72202260611069;2.467200089869108
93074;93410;VAUJOURS;368.0;6.3;1.0;7402241.0;SEINE-SAINT-DENIS;ILE-DE-FRANCE;Air;Dioxyde de carbone (CO2) d'origine non biomasse;80300000.0;16.060000000000002;4.800000000000001;0.0;21.860000000000003;48.932477260516166;2.58100257040038
66046;66220;CAUDIES_DE_FENOUILLEDES;3765.0;0.6000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;42.819503386234615;2.377519854915305
89442;89150;VERNOY;1449.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.094056749873005;3.126103016578389
51340;51300;MAISONS_EN_CHAMPAGNE;2921.0;0.5;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.73666328293103;4.467001607707995
89404;89100;SUBLIGNY;784.0;0.5;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.16529841372445;3.19780626536723
50134;50420;CHEVRY;372.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.97120320135577;-1.113874222044832
69270;69970;CHAPONNAY;1890.0;3.6;2.0;6103917.0;RHONE;AUVERGNE-RHONE-ALPES;;;0.0;5e-08;1.5;0.0;3.5000000499999997;45.628228745300405;4.950280146382238
51443;51260;POTANGIS;887.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.58507359288909;3.646664429916947
46020;46260;BEAUREGARD;1496.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;44.352466643795225;1.7795856872642242
74036;74290;BLUFFY;373.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;45.86550210286825;6.222273988818074
57630;57400;SARREBOURG;1667.0;12.8;1.0;6201832.0;MOSELLE;GRAND-EST;;;0.0;5e-08;0.8999999999999999;0.0;1.90000005;48.73796615808119;7.046832664224079
53141;53210;LOUVIGNE;1267.0;1.0;3.0;6303750.0;MAYENNE;PAYS-DE-LA-LOIRE;;;0.0;5e-08;1.5;1.5000000000000002e-05;4.50001505;48.054719791902414;-0.6346407203387371
17152;17120;EPARGNES;2367.0;0.8;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;45.5457212602329;-0.795992154585182
13021;13620;CARRY_LE_ROUET;1002.0;6.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.34276630210911;5.153737658167031
38061;38500;LA_BUISSE;1169.0;2.7;2.0;6102832.0;ISERE;AUVERGNE-RHONE-ALPES;Air;Dioxyde de carbone (CO2) d'origine non biomasse;42700000.0;8.54;1.5;0.0;12.04;45.33113820303798;5.623564106131468
21574;21610;SAINT_SEINE_SUR_VINGEANNE;1880.0;0.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.51680292508627;5.433236665725753
32009;32230;ARMOUS_ET_CAU;931.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.57271696550998;0.187336904275117
67109;67270;DURNINGEN;413.0;0.6000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.684965126682755;7.561828481795536
70074;70500;BLONDEFONTAINE;1334.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.885587653151255;5.871301040742175
77243;77400;LAGNY_SUR_MARNE;579.0;20.2;1.0;6501366.0;SEINE-ET-MARNE;ILE-DE-FRANCE;;;0.0;5e-08;5.4;0.000315;6.40031505;48.87307018579678;2.7097808131278462
92020;92320;CHATILLON;293.0;32.4;1.0;7405234.0;HAUTS-DE-SEINE;ILE-DE-FRANCE;;;0.0;5e-08;2.0999999999999996;1.5000000000000002e-05;3.1000150499999997;48.80340917559003;2.287991318832493
15027;15340;CALVINET;1399.0;0.5;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;44.721184753147504;2.361920543508847
62621;62370;NORTKERQUE;1312.0;1.6;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;50.87819722571735;2.033110830610541
24303;24320;NANTEUIL_AURIAC_DE_BOURZAC;2081.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;45.38011828237888;0.287647763692338
60564;60420;SAINS_MORAINVILLERS;1247.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.578489247928594;2.4639683797095002
57266;57260;GUEBLANGE_LES_DIEUZE;483.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.77745484568848;6.701400226346128
60672;60117;VEZ;1083.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.25689661101804;3.008641891737357
14626;14100;SAINT_MARTIN_DE_MAILLOC;727.0;0.9;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.088406569001265;0.286444688376695
24297;24700;MOULIN_NEUF;878.0;0.9;1.0;5200110.0;DORDOGNE;NOUVELLE-AQUITAINE;Eau (direct);Demande chimique en oxygène (DCO);151000.0;0.00906;2.0999999999999996;0.0;3.1090599999999995;45.00001102126576;0.05839507141486801
72303;72440;SAINT_MICHEL_DE_CHAVAIGNES;1853.0;0.8;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.00923013017248;0.573426882370031
02714;02220;SERMOISE;558.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.372475393315256;3.4469718061199073
38540;38113;VEUREY_VOROIZE;1245.0;1.4;2.0;6104795.0;ISERE;AUVERGNE-RHONE-ALPES;;;0.0;5e-08;2.0999999999999996;7.500000000000001e-05;4.100075049999999;45.26944216560472;5.601950850235149
31312;31310;MAILHOLAS;301.0;0.0;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.24548992828002;1.251325433367686
68177;68610;LAUTENBACH;1330.0;1.6;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;47.952734929532554;7.164330103132753
07163;07140;MONTSELGUES;3654.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;44.53327607464517;4.003787218199605
64241;64400;GERONCE;1619.0;0.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.222147965727714;-0.7101668875543321
47004;47190;AIGUILLON;2831.0;4.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;44.30128768656624;0.358229103442947
08318;08380;LA_NEUVILLE_AUX_JOUTES;1319.0;0.4;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.93314438536224;4.240874409665208
71296;71390;MESSEY_SUR_GROSNE;1527.0;0.7000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;46.650809378507134;4.750846154089275
57493;57260;MULCEY;829.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.80771420209458;6.66402921026935
02587;02840;PARFONDRU;911.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.53852134115231;3.703519153150983
28088;28200;CHATEAUDUN;2845.0;13.9;1.0;9000043.0;EURE-ET-LOIR;CENTRE;;;0.0;5e-08;2.7;0.15000000000000002;3.8500000500000002;48.07624573342959;1.326367286249472
80240;80200;DOINGT;879.0;1.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.92317853624688;2.962561932387903
84113;84760;SAINT_MARTIN_DE_LA_BRASQUE;558.0;0.7000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.7640135963936;5.539758215958521
14551;14710;RUSSY;491.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.32815040947245;-0.818956490399608
04037;04250;LE_CAIRE;1768.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;44.3744163533107;6.068757742247683
25622;25170;VILLERS_BUZON;318.0;0.3;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.228690115016164;5.852222621619767
35072;35210;CHATILLON_EN_VENDELAIS;3217.0;1.7000000000000002;3.0;53500649.0;ILLE-ET-VILAINE;BRETAGNE;Air;Ammoniac (NH3);13200.0;0.00132;0.0;0.0;3.00132;48.22872426318765;-1.165472725147651
80701;80200;SAINT_CHRIST_BRIOST;783.0;0.5;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.85446225764663;2.925244081009534
26335;26770;SALLES_SOUS_BOIS;968.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;44.470792450753066;4.940082249039462
21511;21400;PUITS;2075.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.72694545493285;4.4674119018713885
58023;58190;BAZOCHES;1473.0;0.2;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;47.36885875302467;3.7937752445197743
59055;59360;BAZUEL;1189.0;0.6000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;50.08160219773154;3.595904230489245
76046;76116;AUZOUVILLE_SUR_RY;792.0;0.6000000000000001;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;49.43743862139978;1.3096653044599371
15066;15380;LE_FALGOUX;3060.0;0.1;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;45.14493106808981;2.6388267484047843
69217;69870;SAINT_JUST_D'AVRAY;1752.0;0.7000000000000001;3.0;;;;;;0.0;0.0;0.0;0.0;3.0;45.99969997462079;4.452655812795404
61246;61260;MALE;2177.0;0.8;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;48.27389388713226;0.7539069299706621
76217;76200;DIEPPE;1216.0;32.7;1.0;5800617.0;SEINE-MARITIME;NORMANDIE;;;0.0;5e-08;8.100000000000001;0.0;9.100000050000002;49.92225039513961;1.086811684487205
80526;80370;LE_MEILLARD;702.0;0.2;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;50.17088678609565;2.198594743817555
52009;52360;ANDILLY_EN_BASSIGNY;856.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;47.9283690024578;5.520492530522483
06005;06260;ASCROS;1748.0;0.1;1.0;;;;;;0.0;0.0;0.0;0.0;1.0;43.919342299955744;7.015506847549632
39051;39290;BIARNE;623.0;0.4;2.0;;;;;;0.0;0.0;0.0;0.0;2.0;47.14544135054957;5.451510568187107
