identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0055301820;GAEC BRETONNIERE (DE LA);48099824400010;LA BRETONNIERE;53140;LA PALLU;MAYENNE;PAYS-DE-LA-LOIRE;458238.000000;6827919.000000;;0150Z;Culture et élevage associés;7.(a).(i);disposant de 40 000 emplacements pour la volaille
0007100733;Holcim Réunion;31086301400026;Lieu-dit Ma pensée;97412;Bras-Panon;REUNION;REUNION;364492.000000;7679076.000000;;2363Z;Fabrication de béton prêt à l'emploi;;
0006114521;GROS ENVIRONNEMENT;95450612700271;Roizon;38350;NANTES-EN-RATIER;ISERE;AUVERGNE-RHONE-ALPES;921987.000000;6428120.000000;2154;4941A;Transports routiers de fret interurbains;;
0006700462;PRODAIR ET CIE Strasbourg;35118603600023;72B QUAI JACOUTOT, Port aux Pétroles;67000;STRASBOURG;BAS-RHIN;GRAND-EST;1054399.000000;6844107.000000;2154;2011Z;Fabrication de gaz industriels;4.(b).(i);gaz, tels que ammoniac, chlore ou chlorure d'hydrogène, fluor ou fluorure d'hydrogène, oxydes de carbone, composés sulfuriques, oxydes d'azote, hydrogène, dioxyde de soufre, dichlorure de carbonyle
0005401210;YONNE DECAPAGE;37874536800027;20  rue du Quenou;89380;APPOIGNY;YONNE;BOURGOGNE-FRANCHE-COMTE;740087.000000;6751896.000000;2154;2561Z;Traitement et revêtement des métaux;;
0006704594;ADAM Noël;43015156300011;Route de Ruederbach, lieu-dit Nassacker;68560;HIRSINGUE;HAUT-RHIN;GRAND-EST;1021056.000000;6728641.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0016500007;COVERIS FLEXIBLES FRANCE SA;70203737500038;Z.I. le Cantonnier;43290;MONTFAUCON-EN-VELAY;HAUTE-LOIRE;AUVERGNE-RHONE-ALPES;804758.000000;6453970.000000;2154;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;9.(c);Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an
0006204989;IKEA DISTRIBUTION FRANCE;35170529800021;RUE DU TROU AUX  SERPENTS;57140;LA MAXE;MOSELLE;GRAND-EST;932720.000000;6898777.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0052900831;COMPAGNIE LAMPAULAISE DE SALAISON;82933510800025;1 RUE DE GALILEE;29500;ERGUE-GABERIC;FINISTERE;BRETAGNE;175377.000000;6789932.000000;2154;1013A;Préparation industrielle de produits à base de viande;;
0007003842;TECHNICENTRE HAUTS DE FRANCE UO Lille;51903758408713;Unité Opérationelle Voyageurs de Lille, 115 rue du Professeur Langevin;59000;LILLE;NORD;HAUTS-DE-FRANCE;706313.000000;7057763.000000;2154;4910Z;Transport ferroviaire interurbain de voyageurs;;
0051000149;PROMONTVAL (SCEA de);39021962400017;Montardoise;10150;MONTSUZAIN;AUBE;GRAND-EST;788350.000000;6819464.000000;2154;0146Z;Élevage de porcins;7.(a).(iii);disposant de 750 emplacements pour truies
0010600939;MANUFACTURE GENERALE DE JOINTS;66378021100012;37 RUE DU CLOS CHAPUIS, B.P. 6;69380;CHAZAY-D'AZERGUES;RHONE;AUVERGNE-RHONE-ALPES;831908.000000;6531460.000000;2154;2222Z;Fabrication d'emballages en matières plastiques;;
0055500459;SCEA du Pré aux Auges;42996565000014;ferme de Vieux Monthier, AUZECOURT;55800;NOYERS-AUZECOURT;MEUSE;GRAND-EST;844552.000000;6868969.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005303583;COMMUNAUTE DE COMMUNES DU DOMFRONTAIS;20007152000015;CROIX DES LANDES, DOMFRONT;61700;DOMFRONT;ORNE;NORMANDIE;433101.000000;6836735.000000;2154;8411Z;Administration publique générale;;
0005209133;GAIA;49402440900422;Les Cabanasses - Menjourian;33650;SAINT-SELVE;GIRONDE;NOUVELLE-AQUITAINE;427187.000000;6400889.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0053502694;SECANIM BRETAGNE (ex-SIFDDA);40326475700085;La Janais;35250;SAINT-GERMAIN-SUR-ILLE;ILLE-ET-VILAINE;BRETAGNE;354906.000000;6803364.000000;2154;3832Z;Récupération de déchets triés;;
0054500346;MARS PF;49488763100021;Boulevard des Chenâts CS 20001;45550;SAINT-DENIS-DE-L'HOTEL;LOIRET;CENTRE;633801.000000;6753637.000000;2154;1092Z;Fabrication d'aliments pour animaux de compagnie;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
0005107970;VALNOR;74555011100421;Lieu dit Le Callouet;60190;GOURNAY-SUR-ARONDE;OISE;HAUTS-DE-FRANCE;677408.000000;6932579.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0055602988;SCEA DE LICHOUET;43986375400016;Lichouët;56320;PRIZIAC;MORBIHAN;BRETAGNE;218790.000000;6789905.000000;2154;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005514565;ACOMEX;38825568900027;ZA de Joval II;35690;ACIGNE;ILLE-ET-VILAINE;BRETAGNE;363986.000000;6791528.000000;2154;3812Z;Collecte des déchets dangereux;;
0006108427;DEMOLITION AUTOMOBILE CROIX LUIZET;33458241800029;19, rue de l'épi de Blé;69100;VILLEURBANNE;RHONE;AUVERGNE-RHONE-ALPES;847883.000000;6521441.000000;2154;4511Z;Commerce de voitures et de véhicules automobiles légers;;
0005209600;SITCOM COTE SUD DES LANDES;25400197700035;Route d'Uza;40170;LEVIGNACQ;LANDES;NOUVELLE-AQUITAINE;-1.170022;44.013006;4326;3811Z;Collecte des déchets non dangereux;;
0053100349;REGIE MUNICIPALE ABATTOIR DE ST GAUDENS;21310483900260;Boulevard Leconte de Lisle;31800;SAINT-GAUDENS;HAUTE-GARONNE;OCCITANIE;515751.000000;6225817.000000;2154;1011Z;Transformation et conservation de la viande de boucherie;;
0007101319;VIDANGE SERVICE;43750050700029;3 CHE MANIRON, ZA. du Gol;97450;Saint-Louis;REUNION;REUNION;333457.000000;7646113.000000;;3700Z;Collecte et traitement des eaux usées;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0003201890;SAVOIE DECHETS;20002336400033;928 Av de la Houille Blanche ZI BISSY;73000;CHAMBERY;SAVOIE;AUVERGNE-RHONE-ALPES;927540.000000;6501069.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0005302741;SPIC-STE DE PEINTURE INDUSTRIELLE CETON;79320267200028;ZONE INDUSTRIELLE;61260;CETON;ORNE;NORMANDIE;0.758300;48.223090;4326;2561Z;Traitement et revêtement des métaux;;
0005208366;SUEZ RV SUD OUEST;30655305800034;lot artisanal Ambroise 2;40390;SAINT-MARTIN-DE-SEIGNANX;LANDES;NOUVELLE-AQUITAINE;342677.000000;6280230.000000;2154;3832Z;Récupération de déchets triés;;
0052900122;GAEC DU MILLIER;35350232100014;Lescogan;29790;BEUZEC-CAP-SIZUN;FINISTERE;BRETAGNE;145480.000000;6802498.000000;2154;0141Z;Élevage de vaches laitières;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005101098;ACOR;57221374200230;10 rue des Usines;60100;CREIL;OISE;HAUTS-DE-FRANCE;660961.000000;6906981.000000;2154;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;;
0006516143;PROLOGIS  FRANCE XCV Eurl;49986987300038;Parc logistique des Chevrons, Avenue Paul Delouvrier;77550;MOISSY-CRAMAYEL;SEINE-ET-MARNE;ILE-DE-FRANCE;669254.000000;6835081.000000;2154;6820B;Location de terrains et d'autres biens immobiliers;;
0006602108;EAUX MINERALES NATURELLES DE QUEZAC;47946348100040;Lieu-dit Molines, ISPAGNAC;48320;ISPAGNAC;LOZERE;OCCITANIE;741703.000000;6364460.000000;2154;1107A;Industrie des eaux de table;;
0005500833;HYPER AUTO (Guipavas);32566463900037;ZI de Lavallot;29490;GUIPAVAS;FINISTERE;BRETAGNE;150821.000000;6839677.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0006400048;EMULSION DE PROVENCE;63708011000017;4 Rue de COPENHAGUE, ZI Les Estroublans - BP 70027;13127;VITROLLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;881719.000000;6261195.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;;
0005211552;SECHE HEALTHCARE;39343920300034;Rue Saint-Exupéry, ZAC Monhauba III;64230;LESCAR;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;421174.000000;6252037.000000;2154;3822Z;Traitement et élimination des déchets dangereux;;
0005906259;SYTEVOM;25700342600059;Lieu-Dit Laisselot;70170;PORT-SUR-SAONE;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;927077.000000;6737888.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0053100052;SOCIETE D'EXPLOITATION DES ABATTOIRS DU;40346429000010;Route d'Auch;31350;BOULOGNE-SUR-GESSE;HAUTE-GARONNE;OCCITANIE;508623.000000;6246426.000000;2154;1011Z;Transformation et conservation de la viande de boucherie;;
0005103888;QUALIPAC (ex LMA Packaging);56204533600038;ZI, 20 avenue de l'EUROPE;02400;CHATEAU-THIERRY;AISNE;HAUTS-DE-FRANCE;728885.000000;6881781.000000;2154;2222Z;Fabrication d'emballages en matières plastiques;;
0005104040;PRIPLAK SAS;31670950000011;Avenue de l'Europe;60530;NEUILLY-EN-THELLE;OISE;HAUTS-DE-FRANCE;648298.000000;6903739.000000;2154;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;;
0005107624;RECYCL'AUTO 60;82150125100010;8, rue du 11 mai 1967 Zone industrielle;60110;MERU;OISE;HAUTS-DE-FRANCE;636983.000000;6902288.000000;2154;4511Z;Commerce de voitures et de véhicules automobiles légers;;
0005208719;SUEZ RV SUD OUEST;70198020300114;6 RUE GUSTAVE EIFFEL, Zone Industrielle du Landry;24750;BOULAZAC;DORDOGNE;NOUVELLE-AQUITAINE;525732.000000;6456590.000000;2154;3811Z;Collecte des déchets non dangereux;;
0005503450;RIAUX ESCALIERS;30964527300017;Lieu-dit Vaugarny;35560;BAZOUGES-LA-PEROUSE;ILLE-ET-VILAINE;BRETAGNE;362638.000000;6823558.000000;2154;1623Z;Fabrication de charpentes et d'autres menuiseries;;
0005600144;AIR PRODUCTS;54850190700453;Rue de la Ribeyre;15500;MASSIAC;CANTAL;AUVERGNE-RHONE-ALPES;3.195500;45.255500;4326;2011Z;Fabrication de gaz industriels;;
0006404699;DISTRIBUTION SERVICES IKEA France SNC;35170529800088;La Feuillanne;13270;FOS-SUR-MER;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;852300.000000;6265680.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0005801211;RESSORTS MASSELIN;30077360300026;53, boulevard Stanislas Girardin, BP 232;76140;LE PETIT-QUEVILLY;SEINE-MARITIME;NORMANDIE;559494.000000;6925424.000000;2154;2593Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts;;
0006104055;BOUCHAUD HENRI;33125241100011;92 rue de la  Fraternité, CD 29 Lieu-dit : Planaise;69720;SAINT-BONNET-DE-MURE;RHONE;AUVERGNE-RHONE-ALPES;859754.000000;6515431.000000;2154;3832Z;Récupération de déchets triés;;
0006202544;TISSAGE MOULINE (rue de la gare);31007202000012;Rue de la Gare;88160;LE THILLOT;VOSGES;GRAND-EST;981291.000000;6759642.000000;2154;1320Z;Tissage;;
0006207902;TTM ENVIRONNEMENT (ex RECYWASTE ENV);45127481500021;6, rue Denis Papin, ZI;57690;CREHANGE;MOSELLE;GRAND-EST;961504.000000;6889406.000000;2154;3832Z;Récupération de déchets triés;;
0006509474;Centre de Distribution Clients CHATRES;35170529800070;ZAC du Val Bréon;77610;CHATRES;SEINE-ET-MARNE;ILE-DE-FRANCE;688300.000000;6847100.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0006302379;AM-TEC;83073039600025;Route de l'Herbergement, 2 rue Saint-Eloi;85260;SAINT-ANDRE-TREIZE-VOIES;VENDEE;PAYS-DE-LA-LOIRE;364972.000000;6657667.000000;2154;2410Z;Sidérurgie;;
0006309578;Société LIANTS ROUTIERS VENDEENS;40324984000022;Zone d'activité de LA LOGE;85170;LE POIRE-SUR-VIE;VENDEE;PAYS-DE-LA-LOIRE;361446.000000;6636347.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0006400300;DEMOLI AUTO;52931607700013;41, Chemin du Vieux Pont;06130;GRASSE;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;1018992.000000;6290401.000000;2154;4511Z;Commerce de voitures et de véhicules automobiles légers;;
0006506067;SEPANOR;70201041400028;55 rue d'épluches, ZI Industrielle des Epluches;95066;SAINT-OUEN-L'AUMONE;VAL-D'OISE;ILE-DE-FRANCE;636318.000000;6885074.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0006506408;MELJAC - BETTENCOURT sarl;39976777100062;55 RUE BOUREAU GUERINIERE;93360;NEUILLY-PLAISANCE;SEINE-SAINT-DENIS;ILE-DE-FRANCE;663691.000000;6862341.000000;2154;2561Z;Traitement et revêtement des métaux;;
0006602098;ENGELVIN BOIS MOULE;41389468400013;1 Rue de l'octroi, Zae du Causse d'Auge;48000;MENDE;LOZERE;OCCITANIE;739687.940000;6381834.870000;2154;1624Z;Fabrication d'emballages en bois;;
0006701476;ECOCASSE;63850152800027;Route du Rhin, ZA « Le Ried »;67150;GERSTHEIM;BAS-RHIN;GRAND-EST;1048704.000000;6819801.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0006811512;SMECTOM PLATEAU LANNEMEZAN NESTES;20004123400010;déchetterie, lieu dit le Haouas;65150;NESTIER;HAUTES-PYRENEES;OCCITANIE;495373.000000;6222080.000000;2154;8411Z;Administration publique générale;;
0006802590;BUTAGAZ - Site de Castelsarrasin;40296039700071;1541 chemin des verriés;82100;CASTELSARRASIN;TARN-ET-GARONNE;OCCITANIE;548773.000000;6331763.000000;2154;4671Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes;;
0006804963;SASU MANUFACTURE D'OC;79125934400012;Parc d'activités  de Bel Air, 155 Rue de l'industrie;12850;ONET-LE-CHATEAU;AVEYRON;OCCITANIE;664077.000000;6364333.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0007002570;PAPREC NORD VGF (ex GIBERT  RECYCLAGE);42163053400012;PORT FLUVIAL DE BETHUNE BEUVRY;62113;BETHUNE;PAS-DE-CALAIS;HAUTS-DE-FRANCE;676877.000000;7048790.000000;2154;3832Z;Récupération de déchets triés;;
0007003375;Société Nouvelle Woestelandt;80193650100015;7 bis Route de Booneghem;59143;NIEURLET;NORD;HAUTS-DE-FRANCE;2.280000;50.780000;4326;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;;
0020500001;SASU LA CASSE;82945397600013;Zone Industrielle de Baleone;20167;SARROLA-CARCOPINO;CORSE-DU-SUD;CORSE;1181941.000000;6112549.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0024700075;R.G.V MACON;82235972500055;rue des frères lumière, zone portuaire Sud;71000;MACON;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;840618.000000;6577821.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0025100069;GATES SAS;39193353800038;111 rue Francis Garnier, BP 37;58000;NEVERS;NIEVRE;BOURGOGNE-FRANCHE-COMTE;713955.000000;6655319.000000;2154;2219Z;Fabrication d'autres articles en caoutchouc;;
0052203955;GAEC DE LA HAYE;77742532300014;LA HAYE;22420;PLOUARET;COTES-D'ARMOR;BRETAGNE;222089.000000;6855633.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006501550;DEFI GROUP;38835463100052;6 Rue du Clos;77040;MEAUX;SEINE-ET-MARNE;ILE-DE-FRANCE;693552.000000;6873854.000000;2154;2550B;Découpage, emboutissage;;
0006501695;COOPERATION PHARMACEUTIQUE FRANCAISE;39922763600020;PLACE LUCIEN AUVERT;77020;MELUN;SEINE-ET-MARNE;ILE-DE-FRANCE;675117.000000;6825452.000000;2154;2110Z;Fabrication de produits pharmaceutiques de base;;
0006517644;MAZEAU RECYCLAGE SAS;82448131100036;35 route du bassin n°6;92230;GENNEVILLIERS;HAUTS-DE-SEINE;ILE-DE-FRANCE;647512.000000;6872295.000000;2154;3832Z;Récupération de déchets triés;;
0005209613;SITCOM COTE SUD DES LANDES;25400197700035;1825 route de Taller;40260;CASTETS;LANDES;NOUVELLE-AQUITAINE;-1.113327;43.878833;4326;3811Z;Collecte des déchets non dangereux;;
0006400478;FERT Démolition;38301016200014;quartier Salignan;84400;APT;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;888517.000000;6312319.000000;2154;4511Z;Commerce de voitures et de véhicules automobiles légers;;
0006802658;Saïca Natur Sud;34896919700022;ZI du Couserans, voie Haussman;09190;LORP-SENTARAILLE;ARIEGE;OCCITANIE;544418.000000;6215524.000000;2154;3832Z;Récupération de déchets triés;;
0003012803;FELLMANN CARTONNAGES;42063938700026;2 rue Henri Rouby;68360;SOULTZ-HAUT-RHIN;HAUT-RHIN;GRAND-EST;1016264.000000;6763035.000000;2154;1721B;Fabrication de cartonnages;;
0005401351;SEB USINE DU BOURG;30241222600011;-;21261;SELONGEY;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;864117.000000;6723126.000000;2154;2751Z;Fabrication d'appareils électroménagers;2.(c).(ii);par forgeage à l'aide de marteaux avec une énergie de frappe de 50 kJ par marteau lorsque la puissance calorifique mise en oeuvre est supérieure à 20 MW
0006802620;SA BRENNTAG MIDI-PYRENEES;70980178100333;1038 avenue des Terres Noires, BP 17;81370;SAINT-SULPICE;TARN;OCCITANIE;592679.000000;6297534.000000;2154;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;;
0007000818;RECYLEX SA;54209770400127;20, rue des Près;59161;ESCAUDOEUVRES;NORD;HAUTS-DE-FRANCE;719012.000000;7011072.000000;2154;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0007003592;POULET Didier;44332932100014;1 rue de la Quingoie;62890;AUDREHEM;PAS-DE-CALAIS;HAUTS-DE-FRANCE;627262.000000;7075242.000000;2154;3832Z;Récupération de déchets triés;;
0007006108;MENISSEZ PREMIUM (ex Groupe MENISSEZ);33800904600156;Parc d'activités Grévaux les Guides -, ZI des Longenelles Sud - rue Gaillard;59750;FEIGNIES;NORD;HAUTS-DE-FRANCE;764800.000000;7022200.000000;2154;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;5.(g);Installations autonomes de traitement des eaux industrielles usées provenant d'une ou de plusieurs des activités énumérées dans la présente annexe d'une capacité de 10 000 m3 par jour 
0006400207;TOULON ENROBES;99853180000022;Z I toulon est, lieu dit reganas;83130;LA GARDE;VAR;PROVENCE-ALPES-COTE-D'AZUR;946884.000000;6232103.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0006804066;COVALREC;38412658700037;ZI de Lamothe;32000;AUCH;GERS;OCCITANIE;506973.000000;6291541.000000;2154;3832Z;Récupération de déchets triés;;
0006803942;KALHYGE1 (ex RLD1);97150357800165;ZA de Fontvergnes, Le Combal;12300;DECAZEVILLE;AVEYRON;OCCITANIE;641887.000000;6384496.000000;2154;9601A;Blanchisserie-teinturerie de gros;;
0005207820;BMZ AUTOCASSE;50067867700013;8, Allée Chagneau;33460;ARSAC;GIRONDE;NOUVELLE-AQUITAINE;406467.000000;6436715.000000;2154;3832Z;Récupération de déchets triés;;
0005208490;Syndicat Mixte Bil Ta Garbi (Batz);25640464100050;Site de Batz;64100;BAYONNE;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;340665.000000;6277812.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0012600081;BOISNIER (En prioux);64655029300013;En Prioux -, 71 GRANDE RUE;39240;THOIRETTE;JURA;BOURGOGNE-FRANCHE-COMTE;894640.000000;6577522.000000;2154;2811Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules;;
0006209873;ABCDE;34881107600036;951 Rue Reguenel;88800;MANDRES-SUR-VAIR;VOSGES;GRAND-EST;914317.000000;6795330.000000;2154;0161Z;Activités de soutien aux cultures;;
0052903781;EARL LOSSEC;40472476700011;Kerriou;29400;SAINT-SAUVEUR;FINISTERE;BRETAGNE;183830.000000;6840004.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0009000118;EPMu CLE - SITE DE BRIENNE;13001640500057;route de Juzanvigny;10500;BRIENNE-LE-CHATEAU;AUBE;GRAND-EST;4.565021;48.409632;4326;8422Z;Défense;;
0006502558;SOPRONEM;81476254800026;2, rue des Etangs;77140;SAINT-PIERRE-LES-NEMOURS;SEINE-ET-MARNE;ILE-DE-FRANCE;676600.000000;6797955.000000;2154;2041Z;Fabrication de savons, détergents et produits d'entretien;4.(a).(xi);tensioactifs et agents de surface
0006502601;MAGIC RAMBO (ou SNC THIMEAU) (ELIS);38327723300029;ZAC de la Courtillière, 3, rue de la Clef Saint-Pierre;77400;SAINT-THIBAULT-DES-VIGNES;SEINE-ET-MARNE;ILE-DE-FRANCE;676020.000000;6863300.000000;2154;7729Z;Location et location-bail d'autres biens personnels et domestiques;;
0006810923;PAPREC SO-ISDI Regat;51186732700112;ZI du Moulin d'Enfour;09600;REGAT;ARIEGE;OCCITANIE;608887.000000;6210556.000000;2154;3832Z;Récupération de déchets triés;;
0003300377;MACON ENERGIES SERVICES;42003978600041;Centrale d'énergie des Bruyères, Allée Ampère;71000;MACON;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;839073.000000;6578743.000000;2154;7112B;Ingénierie, études techniques;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0005202507;SAFRAN Helicopter Engines;33848195500015;Avenue Joseph Szydlowski;64511;BORDES;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;436361.000000;6245378.000000;2154;3030Z;Construction aéronautique et spatiale;;
0005200118;INTERSPRAY S.A.S;40949168500015;Théorat, Rue de la Robertie;24190;NEUVIC;DORDOGNE;NOUVELLE-AQUITAINE;452900;2012800;27572;2042Z;Fabrication de parfums et de produits pour la toilette;;
0007001174;GRAIN D'OR GEL - GRAIN D'OR FRAIS;34298692400013;ZAC Novo, Rue Lavoisier;59000;LILLE;NORD;HAUTS-DE-FRANCE;700547.000000;7060722.000000;2154;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;;
0006400337;KERRY FLAVOURS FRANCE SAS;43391958600027;QUARTIER SAINTE MARGUERITE - BP 82067, Usine du Plan de Grasse CD304;06130;GRASSE;ALPES-MARITIMES;PROVENCE-ALPES-COTE-D'AZUR;1018769.000000;6291417.000000;2154;1089Z;Fabrication d'autres produits alimentaires n.c.a.;4.(a).(ii);hydrocarbures oxygénés, notamment les alcools, aldéhydes, cétones, acides carboxyliques, esters, acétates, éthers, peroxydes, résines époxydes
0005902451;MB PEINTURE (ZI Vaubrenots);35270784800011;ZI Les Grands Vaubrenots;25410;SAINT-VIT;DOUBS;BOURGOGNE-FRANCHE-COMTE;913928.000000;6680191.000000;2154;2561Z;Traitement et revêtement des métaux;;
0006701390;SAS des GRAVIERES DE LAUTERBOURG;61850128200015;QUAI N°2, PORT AUTONOME;67630;LAUTERBOURG;BAS-RHIN;GRAND-EST;1079497.000000;6885480.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0052903464;BOLTON FOOD;85580248400136;ALLEE DE KERGOLVEZ;29000;QUIMPER;FINISTERE;BRETAGNE;169882.000000;6791812.000000;2154;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
0052904147;KERJEAN (SAS) - Siège/Site de Taulé;41909374500018;Kerjean;29670;TAULE;FINISTERE;BRETAGNE;191169.000000;6854420.000000;2154;0146Z;Élevage de porcins;7.(a).(iii);disposant de 750 emplacements pour truies
0005520296;Carrieres de ST LUBIN (ISDI);49718007500010;Le Vau Hamon, PLESSALA;22330;COLLINEE;COTES-D'ARMOR;BRETAGNE;282297.000000;6807386.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0005501552;LE BRIS OCCASIONS POIDS LOURDS;35164339000013;PARC D'ACTIVITES OLIVET SUD - 10 RUE NICOLAS APPERT;35530;SERVON-SUR-VILAINE;ILLE-ET-VILAINE;BRETAGNE;368691.000000;6787253.000000;2154;4519Z;Commerce d'autres véhicules automobiles;;
0006810013;COMMUNAUTE D'AGGLOMERATION GRAND RODEZ;24120018700086;La Poudrière Saint Louis, déchetterie des Moutiers;12000;RODEZ;AVEYRON;OCCITANIE;665738.000000;6363178.000000;2154;8411Z;Administration publique générale;;
0006810821;SARL SEGALA TP;80800748800014;Zone d'Activités Marengo, parcelle OA759;12160;BARAQUEVILLE;AVEYRON;OCCITANIE;654301.000000;6353589.000000;2154;3812Z;Collecte des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006400908;SIRAP GEMA (NOVES);37977982000016;N°1381 D7N;13550;NOVES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;853892.000000;6309997.000000;2154;2222Z;Fabrication d'emballages en matières plastiques;;
0006900028;REGULUS SA UPG;35049067800017;Centre Spatial Guyanais;97310;KOUROU;GUYANE;GUYANE;304384.000000;573165.000000;2971;2051Z;Fabrication de produits explosifs;4.(f);Installations destinées à la fabrication industrielle d'explosifs et de produits pyrotechniques
0053500728;GAEC LA SAPINIERE;79001372600019;LA SAPINIERE DE LORETTE, LA SAPINIERE DE LORETTE;35330;COMBLESSAC;ILLE-ET-VILAINE;BRETAGNE;321528.000000;6764057.000000;2154;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006304892;EUROVIA ATLANTIQUE (SNC);41239723400110;Les Chauffours, route de Beaufort;49124;SAINT-BARTHELEMY-D'ANJOU;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;437891.000000;6713165.000000;2154;4211Z;Construction de routes et autoroutes;;
0006412231;SEDEBI SARL;33316123000029;Lieu dit La Combe, 368 Chemin de la Combe;84330;CAROMB;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;868290.000000;6334301.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0006308029;CHARIER TP;86480012300068;La Roche, Jallais;49600;BEAUPREAU;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;410989.000000;6685602.000000;2154;4211Z;Construction de routes et autoroutes;;
