identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0018300615;REMONDIS SUD France;69688017800079;ZAC de l'Embosque;34770;GIGEAN;HERAULT;OCCITANIE;756701.000000;6265963.000000;2154;3822Z;Traitement et élimination des déchets dangereux;;
0005401072;SARP CENTRE EST;31558801200098;ZI sud - rue des Frères Lumière, #3434;71000;MACON;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;840493.000000;6577962.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0053502545;ETABLISSEMENTS ABERA;59920099500018;Rue Victor Roussin, BP 14 ST BRICE EN COGLES;35460;SAINT-BRICE-EN-COGLES;ILLE-ET-VILAINE;BRETAGNE;377641.000000;6820773.000000;2154;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
0006302253;BISCUITS CANTREAU S.A.;54625022600026;ZI Saint-Médard-des-Prés, 25 rue Henri Aucher - BP 349;85206;FONTENAY-LE-COMTE;VENDEE;PAYS-DE-LA-LOIRE;407803.000000;6601214.000000;2154;1072Z;Fabrication de biscuits, biscottes et pâtisseries de conservation;;
0005103822;ADS IDF NORD;44032732800025;ZI Les Meuniers - 5 rue Garenne, BP 70038;60330;LE PLESSIS-BELLEVILLE;OISE;HAUTS-DE-FRANCE;681474.000000;6889068.000000;2154;3822Z;Traitement et élimination des déchets dangereux;;
0007004077;JC FER SARL;48492191100018;50, route de Tournai;59226;LECELLES;NORD;HAUTS-DE-FRANCE;730390.000000;7040460.000000;2154;3832Z;Récupération de déchets triés;;
0010000335;sarl quentin;33891197700027;19 rue pasteur;28150;VOVES;EURE-ET-LOIR;CENTRE;1.612305;48.272020;4326;3832Z;Récupération de déchets triés;;
0005204951;PAPREC Sud-Ouest;51186732700088;ZAC Ayguelongue, Rue Gustave Eiffel;64121;MONTARDON;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;426292.000000;6256355.000000;2154;3832Z;Récupération de déchets triés;;
0006512705;METALINOX;49842384700017;1 chemin Pavé;95340;BERNES-SUR-OISE;VAL-D'OISE;ILE-DE-FRANCE;648755.000000;6894967.000000;2154;3832Z;Récupération de déchets triés;;
0058503758;SCEA LOG ELEVAGE;50509291600012;LE VENDRENNEAU;85250;VENDRENNES;VENDEE;PAYS-DE-LA-LOIRE;384994.000000;6645003.000000;2154;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille
0006700473;GAGGENAU INDUSTRIE (anct PAIN);30137499700023;Rue Baudelaire;67640;LIPSHEIM;BAS-RHIN;GRAND-EST;1045030.000000;6831581.000000;2154;2751Z;Fabrication d'appareils électroménagers;;
0006803183;DECONS SUD-AQUITAINE;83220994400020;Passage des Bois Ouvrés;65600;SEMEAC;HAUTES-PYRENEES;OCCITANIE;463681.000000;6240863.000000;2154;3831Z;Démantèlement d'épaves;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0007100563;SPHB;32887598400036;26 route de la zone ZI n°2;97410;Saint-Pierre;REUNION;REUNION;341956.000000;7642190.000000;;1041B;Fabrication d'huiles et graisses raffinées;;
0006803838;SMEG;34077294600018;bd du Grand Castaing, Lieu-dit borde blanche;31120;ROQUES;HAUTE-GARONNE;OCCITANIE;565214.000000;6267180.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0007201944;SAS AVENIR COMPLEXAGE SERVICE;38956699300017;ZA Plaine du Seillereau;79330;SAINT-VARENT;DEUX-SEVRES;NOUVELLE-AQUITAINE;453932.000000;6649533.000000;2154;2221Z;Fabrication de plaques, feuilles, tubes et profilés en matières plastiques;;
0006803589;PAPREC SUD-OUEST Sas;51186732700054;Agence de Mercuès, ZAC des Grands Camps;46090;MERCUES;LOT;OCCITANIE;571880.000000;6379965.000000;2154;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0007003549;REVIVAL LONGUENESSE;61662009200224;Zone industrielle FORT MAILLEBOIS, Impasse Guy Mollet;62219;LONGUENESSE;PAS-DE-CALAIS;HAUTS-DE-FRANCE;648141.000000;7072396.000000;2154;3832Z;Récupération de déchets triés;;
0009000065;BASE AERONAVALE DE HYERES;13002678400012;Route du Palyvestre;83400;HYERES;VAR;PROVENCE-ALPES-COTE-D'AZUR;956371.880000;6226721.020000;2154;8422Z;Défense;;
0010000532;ELIS BERRYLES- LES LAVANDIERES;06220100900040;La Martinerie - Route Lignières, BP 6;36130;DEOLS;INDRE;CENTRE;605321.000000;6636718.000000;2154;7729Z;Location et location-bail d'autres biens personnels et domestiques;;
0010004626;Déchèterie de Droue sur Drouette;25280334100103;LA QUEUE DE L'HIRONDELLE;28230;DROUE-SUR-DROUETTE;EURE-ET-LOIR;CENTRE;603332.000000;6833457.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0055500779;SARL DU POIRIER VERT;52242784800018;1 Grande Rue, AUZECOURT;55800;NOYERS-AUZECOURT;MEUSE;GRAND-EST;846309.000000;6866498.000000;2154;3832Z;Récupération de déchets triés;;
0006702161;CHEMINOVA AGRO France;59205918200564;23 rue de la scierie;68700;UFFHOLTZ;HAUT-RHIN;GRAND-EST;1014721.000000;6754453.000000;2154;2020Z;Fabrication de pesticides et d'autres produits agrochimiques;4.(d);Installations chimiques destinées à la fabrication industrielle de produits phytosanitaires et de biocides
0052501108;FROMAGERIE DE CLERVAL;71282062000029;738 Grande voie;25340;CLERVAL;DOUBS;BOURGOGNE-FRANCHE-COMTE;964013.000000;6705821.000000;2154;1051C;Fabrication de fromage;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0010000736;SUEZ RV OSIS Ouest - JOUE LES TOURS;46420001300157;ZI n° 2 -  BP 311, 10, rue Prony;37300;JOUE-LES-TOURS;INDRE-ET-LOIRE;CENTRE;521164.000000;6696323.000000;2154;3700Z;Collecte et traitement des eaux usées;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0028400102;NORD PAL PLAST;44503424200013;rue des fermes - Site Eco Industria;59275;LESQUIN;NORD;HAUTS-DE-FRANCE;708856.000000;7054418.000000;2154;3832Z;Récupération de déchets triés;;
0052903402;GAEC DU STANG;42368584100011;Kerdugazul;29770;PRIMELIN;FINISTERE;BRETAGNE;133313.000000;6796339.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006703760;BIEBER Industrie - Usine III;75227040500026;Route de Weyer;67320;DRULINGEN;BAS-RHIN;GRAND-EST;7.187452;48.862618;4326;2511Z;Fabrication de structures métalliques et de parties de structures;;
0005901182;ESKA;55850281100117;ZI en Salamon - BP 19, Rue Marcel Paul;70400;HERICOURT;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;983701.000000;6726674.000000;2154;3832Z;Récupération de déchets triés;;
0006802633;VEOLIA PRORETE MIDI-PYRENEES;38015787500192;ZI la Garounére, 46 rue de la garounère;65000;TARBES;HAUTES-PYRENEES;OCCITANIE;459519.000000;6241805.000000;2154;3811Z;Collecte des déchets non dangereux;;
0006804289;SUEZ Recyclage et Valorisation Sud-Ouest;70198020300148;Lieu-dit La Ménude, 9/11 rue François Arago;31830;PLAISANCE-DU-TOUCH;HAUTE-GARONNE;OCCITANIE;562296.000000;6278934.000000;2154;3811Z;Collecte des déchets non dangereux;;
0007204113;AMEL CHANTIERS;31378165000012;Rue Joseph Cugnot;17180;PERIGNY;CHARENTE-MARITIME;NOUVELLE-AQUITAINE;-1.105998;46.155626;4326;3012Z;Construction de bateaux de plaisance;;
0007204446;Alvance Aluminium Poitou;85032531700020;Les Parjolets, (case 47);86220;OYRE;VIENNE;NOUVELLE-AQUITAINE;521070.000000;6640493.000000;2154;2453Z;Fonderie de métaux légers;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0006805324;Safran Nacelles (ex AIRCELLE);35205051200040;33 avenue Jean Monnet;31770;COLOMIERS;HAUTE-GARONNE;OCCITANIE;566473.000000;6282086.000000;2154;3030Z;Construction aéronautique et spatiale;;
0007003990;MOLINS CREAUTO;35130859800017;4 rue du Fourchon;59113;SECLIN;NORD;HAUTS-DE-FRANCE;701705.000000;7049154.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0007003999;BOONE COMENOR METALIMPEX;31691739200011;45, rue Pasteur;59520;MARQUETTE-LEZ-LILLE;NORD;HAUTS-DE-FRANCE;704231.000000;7064157.000000;2154;4672Z;Commerce de gros (commerce interentreprises) de minerais et métaux;;
0007004297;SARL AUTO PIECES 59;39918636000018;ZONE D'ACTIVITE DU TONKIN, 2 rue Louis Lépine;59210;COUDEKERQUE-BRANCHE;NORD;HAUTS-DE-FRANCE;656165.000000;7101981.000000;2154;4511Z;Commerce de voitures et de véhicules automobiles légers;;
0006301613;FLEURY MICHON LS;34054544100057;ZI Polaris;85110;CHANTONNAY;VENDEE;PAYS-DE-LA-LOIRE;390524.000000;6629816.000000;2154;1085Z;Fabrication de plats préparés;;
0052400446;GAEC PECH DU DOGNON;31926954400015;Pech du Dognon;24260;JOURNIAC;DORDOGNE;NOUVELLE-AQUITAINE;532181.000000;6434362.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006804442;PAPREC SUD-OUEST Sas;51186732700062;Avenue des Castors, Pré de Blazy;46270;BAGNAC-SUR-CELE;LOT;OCCITANIE;633649.000000;6396662.000000;2154;3832Z;Récupération de déchets triés;;
0010700011;BOLLHOFF OTALU;74722030900039;Z.I. de l'Albanne, route d'Apremont - rue Archimède, BP 68;73490;LA RAVOIRE;SAVOIE;AUVERGNE-RHONE-ALPES;930806.000000;6498144.000000;2154;2594Z;Fabrication de vis et de boulons;;
0006102489;TOP SEMENCE;77939432900014;1175 ROUTE DE PUYGIRON;26160;LA BATIE-ROLLAND;DROME;AUVERGNE-RHONE-ALPES;846708.000000;6384908.000000;2154;0111Z;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;;
0006202478;EST ARGENT;31985141600036;PARC D'ACTIVITES;88470;SAINT-MICHEL-SUR-MEURTHE;VOSGES;GRAND-EST;6.897537;48.323007;4326;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006804326;LAUAK FRANCE L'ISLE JOURDAIN;30446408400058;Parc d'activité de Rudelle;32600;L'ISLE-JOURDAIN;GERS;OCCITANIE;548872.000000;6277644.000000;2154;2511Z;Fabrication de structures métalliques et de parties de structures;;
0054200015;BISCOTTE PASQUIER;77560929000074;Boulevard Pierre Desgranges, ZI Nord;42160;ANDREZIEUX-BOUTHEON;LOIRE;AUVERGNE-RHONE-ALPES;799397.000000;6494058.000000;2154;1072Z;Fabrication de biscuits, biscottes et pâtisseries de conservation;;
0005207663;PARCOLOG  GESTION;53093854700029;Lieu-dit Cruque Pignon;33610;CESTAS;GIRONDE;NOUVELLE-AQUITAINE;402773.000000;6408775.000000;2154;6820B;Location de terrains et d'autres biens immobiliers;;
0007201328;RHODIA OPERATIONS;62203708300293;ZI - 26 Rue Chef de Baie, (+ archives ppi 644 A - 127 B - 128 B;17000;LA ROCHELLE;CHARENTE-MARITIME;NOUVELLE-AQUITAINE;376195.000000;6570199.000000;2154;2013B;Fabrication d'autres produits chimiques inorganiques de base n.c.a.;4.(b).(iv);sels, tels que chlorure d'ammonium, chlorate de potassium, carbonate de potassium, carbonate de sodium, perborate, nitrate d'argent
0005400367;EQIOM GRANULATS;33389261000499;Champ du Moulin/Pré des Gours, Germancy;58300;DECIZE;NIEVRE;BOURGOGNE-FRANCHE-COMTE;733310.000000;6637320.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0007201362;AHLSTROM MUNKSJÖ SPECIALTIES;35270320100074;Usine du Marchais;16390;SAINT-SEVERIN;CHARENTE;NOUVELLE-AQUITAINE;485715.860000;6470249.360000;2154;1712Z;Fabrication de papier et de carton;6.(b);Installations industrielles destinées à la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré, les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour
0018100041;DAR SAS;42039270600024;2052 ROUTE DE NIMES;30560;SAINT-HILAIRE-DE-BRETHMAS;GARD;OCCITANIE;788836.280000;6332919.480000;2154;3831Z;Démantèlement d'épaves;;
0007201655;VERALLIA - COGNAC;72203459200120;BP 66;16100;CHATEAUBERNARD;CHARENTE;NOUVELLE-AQUITAINE;441282.000000;6514675.000000;2154;2313Z;Fabrication de verre creux;3.(e);Installations destinées à la fabrication du verre, y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour
0007402276;ORGANOTECHNIE;40802335600020;27 AVENUE JEAN MERMOZ;93120;LA COURNEUVE;SEINE-SAINT-DENIS;ILE-DE-FRANCE;656199.000000;6870483.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(e);Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
0005305808;Hervé PICAN;33002685700020;Sous Saint - Gourgon;14490;SAINT-PAUL-DU-VERNAY;CALVADOS;NORMANDIE;425388.000000;6904513.000000;2154;4677Z;Commerce de gros (commerce interentreprises) de déchets et débris;;
0007201636;DECONS SAS;40271311900137;Brame Faim, (case 37);86150;LE VIGEANT;VIENNE;NOUVELLE-AQUITAINE;516915.000000;6568271.000000;2154;2442Z;Métallurgie de l'aluminium;2.(e).(ii);destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux
0052901153;KERJEAN (SAS) - Site du Hanvec;41909374500026;Boudouguen;29460;HANVEC;FINISTERE;BRETAGNE;171919.000000;6827498.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005302181;GOAVEC ENGINEERING;40359689300038;116 RUE D'ARGENTAN, BP 205;61000;ALENCON;ORNE;NORMANDIE;485074.000000;6818648.000000;2154;2893Z;Fabrication de machines pour l'industrie agro-alimentaire;;
0006517691;SIETREM;41030348100312;rue du Grand Pommeraye;77400;SAINT-THIBAULT-DES-VIGNES;SEINE-ET-MARNE;ILE-DE-FRANCE;676233.000000;6863813.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0006802344;AIRBUS OPERATIONS SAS site Clément Ader;42091691800048;35 avenue Jean Monnet BP M1111;31770;COLOMIERS;HAUTE-GARONNE;OCCITANIE;566736.000000;6282084.000000;2154;3030Z;Construction aéronautique et spatiale;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0007208775;ISDI Availles en chatellerault;32933888300153;Les Chagnerottes;86530;AVAILLES-EN-CHATELLERAULT;VIENNE;NOUVELLE-AQUITAINE;0.549310;46.772600;4326;4211Z;Construction de routes et autoroutes;;
0007001320;AUCHAN Petite Forêt Hypermarché;41040946000632;45, Route Nationale;59494;PETITE-FORET;NORD;HAUTS-DE-FRANCE;734090.000000;7031082.000000;2154;4711F;Hypermarchés;;
0006103217;MTB;84478065000017;Rue de la Gare;38460;TREPT;ISERE;AUVERGNE-RHONE-ALPES;880361.000000;6512054.000000;2154;3832Z;Récupération de déchets triés;;
0005504182;LE GUILLOU René;34024043100015;Croas Rouss;22200;LE MERZER;COTES-D'ARMOR;BRETAGNE;253077.000000;6847200.000000;2154;3831Z;Démantèlement d'épaves;;
0005800226;CEMEX Oissel;55200526201033;L'Epine Jeannot, 840, Boulevard Dambourney;76350;OISSEL;SEINE-MARITIME;NORMANDIE;559682.000000;6917958.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0005211482;SITCOM COTE SUD DES LANDES;25400197700035;lieu-dit La Grande Baye;40220;TARNOS;LANDES;NOUVELLE-AQUITAINE;-1.483047;43.537872;4326;3811Z;Collecte des déchets non dangereux;;
0005209620;SITCOM COTE SUD DES LANDES;25400197700035;lieu-dit quartier Philippe;40140;SOUSTONS;LANDES;NOUVELLE-AQUITAINE;-1.348790;43.741868;4326;3811Z;Collecte des déchets non dangereux;;
0007202102;TITANOBEL AMAILLOUX;42125183600142;LIEU DIT LES PIODIERES;79350;AMAILLOUX;DEUX-SEVRES;NOUVELLE-AQUITAINE;450622.000000;6634366.000000;2154;2051Z;Fabrication de produits explosifs;4.(f);Installations destinées à la fabrication industrielle d'explosifs et de produits pyrotechniques
0010007112;SUEZ RV CENTRE OUEST - ORCHAISE;34300451100386;Le Cheval, Vallée Maréchal;41190;ORCHAISE;LOIR-ET-CHER;CENTRE;562768.000000;6723995.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0005803697;IPODEC NORMANDIE;38015018500227;rue Désiré GRANET;76800;SAINT-ETIENNE-DU-ROUVRAY;SEINE-MARITIME;NORMANDIE;562645.000000;6919928.000000;2154;3811Z;Collecte des déchets non dangereux;;
0006700018;Matthieu COTTING;33389261000879;60 route de Strasbourg, ZERC1;67240;BISCHWILLER;BAS-RHIN;GRAND-EST;1056290.000000;6860774.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0006600262;LAFARGE HOLCIM;30213556100058;Avenue d'Occitanie;11210;PORT-LA-NOUVELLE;AUDE;OCCITANIE;702215.000000;6213916.000000;2154;2351Z;Fabrication de ciment;3.(c).(i);de clinker (ciment) dans des fours rotatifs d'une capacité de production de 500 tonnes par jour
0009000016;Ecole Polytechnique;19911568400011;route de saclay;91120;PALAISEAU;ESSONNE;ILE-DE-FRANCE;643257.000000;6846450.000000;2154;8542Z;Enseignement supérieur;;
0006202551;BONGRAIN GERARD;33133927500025;4 rue Eugène Gérard;88530;LE THOLY;VOSGES;GRAND-EST;978378.000000;6782450.000000;2154;1051C;Fabrication de fromage;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0009000048;SNOI- Parc de Chaumont;57208621300368;ODC par Trapil-dépôt;52120;AUTREVILLE-SUR-LA-RENNE;HAUTE-MARNE;GRAND-EST;4.973763;48.126447;4326;4950Z;Transports par conduites;;
0025000008;LELEDY COMPOST SAS;44043405800010;Ferme de la Soyée,;71380;ALLERIOT;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;849308.000000;6633244.000000;2154;2015Z;Fabrication de produits azotés et d'engrais;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0025400024;SUEZ RV YONNE METAUX;42552019400076;23, route de Chamvres, ZI des Lanieres;89300;JOIGNY;YONNE;BOURGOGNE-FRANCHE-COMTE;728919.000000;6763757.000000;2154;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006600459;KONINGS SPIRIT & DRINKS FRANCE;83159746300015;Avenue Facundo Bacardi;30300;BEAUCAIRE;GARD;OCCITANIE;831517.000000;6302093.000000;2154;1101Z;Production de boissons alcooliques distillées;;
0054100182;ST MICHEL CONTRES;50014480300011;2 Boulevard de l'industrie;41700;CONTRES;LOIR-ET-CHER;CENTRE;1.439939;47.429163;4326;1072Z;Fabrication de biscuits, biscottes et pâtisseries de conservation;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour
0006401036;HARSCO METALS SUD S.A.S;47991852600043;Site d'ArcelorMittal Méditerranée, BP10018;13771;FOS-SUR-MER;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;853315.000000;6262564.000000;2154;3822Z;Traitement et élimination des déchets dangereux;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0006602409;TUBERT Patrick SARL Compostage;39200507000017;Lieu dit Sacré Coeur;66200;ELNE;PYRENEES-ORIENTALES;OCCITANIE;695888.000000;6165496.000000;2154;0161Z;Activités de soutien aux cultures;;
0006204707;ETS DAVID DREYFUS;50578021300011;89 rue de la Bolle;88100;SAINT-DIE;VOSGES;GRAND-EST;991860.000000;6805597.000000;2154;3831Z;Démantèlement d'épaves;;
0006401124;SEMAG;33882655500017;La malespine, Route de Gréasque;13120;GARDANNE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;902113.000000;6264854.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges, à l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes
0009000228;Service Logistique de la Marine de Cherbourg;15500008600019;BCRM CC23;50115;CHERBOURG;MANCHE;NORMANDIE;312880.000000;2524700.000000;27572;3315Z;Réparation et maintenance navale;;
0052904060;SCEA DANOUEDEL;39490677000018;DANOUEDEL;29450;SIZUN;FINISTERE;BRETAGNE;179212.000000;6837444.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006204715;COMMUNAUTE DE COMMUNES DE NEUFCHATEAU;24880047600017;Site du Niémont, Route de Nancy;88300;NEUFCHATEAU;VOSGES;GRAND-EST;900549.000000;6812677.000000;2154;8411Z;Administration publique générale;;
0009000262;Détachement SIAé;15000028900077;"Lieu-dit""Au Munel""  RD960a  BP 90330 DOMGERMAIN";54200;TOUL;MEURTHE-ET-MOSELLE;GRAND-EST;858413.000000;2410250.000000;27572;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;;
0006401210;LAFARGEHOLCIM GRANULATS;56211088202219;CHEMIN  BEAUMES;83330;LE BEAUSSET;VAR;PROVENCE-ALPES-COTE-D'AZUR;927088.000000;6233556.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0006700663;CRISTAL UNION;42134336900128;Route du Rhin, BP 10031;67150;ERSTEIN;BAS-RHIN;GRAND-EST;1046899.000000;6822334.000000;2154;1081Z;Fabrication de sucre;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0007402253;SGD SA;55201258500063;4 ROUTE DE BONNEUIL;94370;SUCY-EN-BRIE;VAL-DE-MARNE;ILE-DE-FRANCE;663482.000000;6852458.000000;2154;2313Z;Fabrication de verre creux;3.(e);Installations destinées à la fabrication du verre, y compris de fibres de verre d'une capacité de fusion de 20 tonnes par jour
0005503419;BRIDOR;33850768400029;ZA Olivet, CS 43814;35538;SERVON-SUR-VILAINE;ILLE-ET-VILAINE;BRETAGNE;364860.000000;6786536.000000;2154;1071A;Fabrication industrielle de pain et de pâtisserie fraîche;;
0006407671;GDE;65382053000935;zi nord, petite route de tarascon;13104;ARLES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;831679.000000;6291417.000000;2154;3831Z;Démantèlement d'épaves;;
0009000111;5e Régiment d'hélicoptères de combat;11000201100044;QUARTIER DE ROSE  BP 595;64010;PAU;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;376185.430000;1822661.070000;27572;8422Z;Défense;;
0007403912;PAPREC ILE DE FRANCE VALORISATION;42171646500024;10 RUE DE LA VICTOIRE, ZI DE LA MOLETTE;93150;LE BLANC-MESNIL;SEINE-SAINT-DENIS;ILE-DE-FRANCE;659197.000000;6871064.000000;2154;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour
0009000329;CENTRE LOGISTIQUE AERONAUTIQUE NAVALE;13001271900014;BCLM Lorient  Det. CeLAé de Lann-Bihoué  BP 92222;56530;QUEVEN;MORBIHAN;BRETAGNE;166572.520000;2323944.050000;27572;8422Z;Défense;;
0052600568;SAINT JEAN SAS - SITE DE ROMANS;31182126800027;44 Avenue des Allobroges, ZI BP 277;26106;ROMANS-SUR-ISERE;DROME;AUVERGNE-RHONE-ALPES;864707.000000;6441694.000000;2154;1073Z;Fabrication de pâtes alimentaires;;
0052700280;SOCOPA VIANDES;50851378500123;Les Abattoirs, Cours Saint PAUL;27110;LE NEUBOURG;EURE;NORMANDIE;546768.000000;6895376.000000;2154;1011Z;Transformation et conservation de la viande de boucherie;;
0006205555;EKIPA;48744430900024;73 RUE DU GENERAL LECLERC;88500;MATTAINCOURT;VOSGES;GRAND-EST;931690.000000;6801833.000000;2154;3102Z;Fabrication de meubles de cuisine;;
0006811302;COMMUNE DE GRAULHET;21810105300013;Lieu-dit Le Bourriou;81300;GRAULHET;TARN;OCCITANIE;615409.000000;6294807.000000;2154;8411Z;Administration publique générale;;
0007004071;REVIVAL ST SAULVE;61662009200083;ZI n° 4, BP 8;59880;SAINT-SAULVE;NORD;HAUTS-DE-FRANCE;740456.000000;7030657.000000;2154;3831Z;Démantèlement d'épaves;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0009000261;Ecoles Militaires de Bourges;15000148500013;Quartier Auger Carnot  Avenue Carnot  CS 50709;18016;BOURGES;CHER;CENTRE;655564.000000;6663926.000000;2154;8559A;Formation continue d'adultes;;
0028400003;WTX AUTOMOTIVE GROUP;47588029000014;44 rue d'Avelghem;59100;ROUBAIX;NORD;HAUTS-DE-FRANCE;713882.000000;7066359.000000;2154;6420Z;Activités des sociétés holding;;
0006601565;Communauté d'agglom Béziers Méditerranée;24340076900093;ZAE de Mercorent, Route de Bédarieux;34500;BEZIERS;HERAULT;OCCITANIE;717723.000000;6252873.000000;2154;8411Z;Administration publique générale;;
0006802424;SOCIETE TRAITEMENTS CHIMIQUES DES METAUX;64080189000040;30-32 avenue de Fondeyre;31200;TOULOUSE;HAUTE-GARONNE;OCCITANIE;573007.000000;6283297.000000;2154;2443Z;Métallurgie du plomb, du zinc ou de l'étain;2.(e).(ii);destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux
0009000043;EAR 279 Châteaudun;95035883800031;Elément Air Rattaché 279  Route d'Orléans;28200;CHATEAUDUN;EURE-ET-LOIR;CENTRE;579266.320000;6774305.600000;2154;8422Z;Défense;;
0006602633;PLATEFORME DE COMPOSTAGE DE THUIR;33937998403962;Vigne del Rey;66300;THUIR;PYRENEES-ORIENTALES;OCCITANIE;679942.000000;6169803.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
